time,open,high,low,close,Volume
1750024800,6002.25,6017,5996,6008.75,1278
1750024860,6009.25,6009.5,6004,6006,640
1750024920,6006.5,6007.5,6006,6006.25,326
1750024980,6006.5,6020.75,6006.25,6019,1347
1750025040,6018.75,6027,6016.75,6017.25,1347
1750025100,6017.25,6018.75,6013.75,6017,847
1750025160,6016.75,6022.25,6016.75,6018.5,810
1750025220,6018.75,6019.25,6015,6016.5,604
1750025280,6016.5,6018.25,6012.5,6013.75,1185
1750025340,6013.5,6014.25,6011.75,6011.75,268
1750025400,6012.25,6012.25,6008.25,6010.5,1004
1750025460,6010,6017.5,6009.75,6014.75,1063
1750025520,6015,6017.5,6014.25,6016.75,778
1750025580,6017,6021,6016.25,6018,696
1750025640,6018.25,6022.25,6018,6021,752
1750025700,6021.25,6024.25,6019.75,6021.5,1005
1750025760,6022.25,6022.75,6019.5,6020.5,490
1750025820,6020.75,6021.75,6018.75,6020.25,397
1750025880,6020.75,6022.25,6019.5,6022.25,260
1750025940,6022.5,6023.5,6022.25,6023,389
1750026000,6023.25,6025.5,6022.25,6023.5,499
1750026060,6023.5,6024.5,6020.75,6023,437
1750026120,6022.75,6023.75,6022,6023.5,214
1750026180,6023.5,6025.5,6023.25,6025.5,353
1750026240,6025.25,6027.75,6023.5,6025.25,710
1750026300,6025.25,6025.25,6022.75,6023,318
1750026360,6023,6026.5,6023,6026.25,285
1750026420,6026,6028.25,6024.5,6025.25,388
1750026480,6025,6026.75,6024.75,6026.25,208
1750026540,6026.25,6027,6025.25,6025.5,177
1750026600,6025.75,6027.25,6025.75,6026.25,225
1750026660,6026.25,6029.5,6025.25,6028.5,494
1750026720,6028.25,6028.5,6026,6027.25,335
1750026780,6027.5,6029,6027,6029,207
1750026840,6028.75,6030,6027.75,6030,235
1750026900,6029.5,6029.5,6027.5,6028,321
1750026960,6028.25,6028.25,6027.25,6027.5,169
1750027020,6027.5,6029.5,6026.5,6028.25,340
1750027080,6028.25,6028.5,6027,6027.25,122
1750027140,6027.5,6027.5,6025.5,6026.25,183
1750027200,6026.5,6028,6025.75,6027.5,311
1750027260,6027.75,6028.5,6026.25,6026.5,172
1750027320,6026.25,6027.25,6025.25,6027,229
1750027380,6027,6028.25,6025.25,6027.5,245
1750027440,6027.5,6037.75,6027.5,6034.75,1738
1750027500,6034.75,6034.75,6031.25,6033,752
1750027560,6033.25,6035,6031.25,6034,472
1750027620,6034.25,6036,6033.75,6035,326
1750027680,6035.25,6035.5,6033.75,6035,207
1750027740,6035.25,6035.5,6033.5,6033.5,200
1750027800,6033.75,6033.75,6031.5,6031.75,205
1750027860,6031.75,6033,6031,6032.25,275
1750027920,6032.5,6032.5,6030.5,6031,239
1750027980,6031.25,6031.5,6029.75,6031.25,167
1750028040,6031.25,6031.75,6030.5,6030.5,133
1750028100,6030.25,6031.5,6030.25,6031.25,144
1750028160,6031.25,6031.5,6029.25,6029.25,133
1750028220,6029.75,6030.25,6028.75,6029.75,162
1750028280,6029.5,6030,6029,6029.75,43
1750028340,6029.75,6030.25,6029.5,6029.75,91
1750028400,6030,6030.75,6029.25,6029.25,175
1750028460,6029,6029.75,6028.5,6028.75,102
1750028520,6028.75,6029.25,6027.75,6029,230
1750028580,6029.25,6029.75,6028,6028,151
1750028640,6028,6028,6026.25,6026.5,254
1750028700,6026.5,6032.25,6026.5,6031.75,501
1750028760,6032,6034,6031.25,6032.5,521
1750028820,6032.25,6033.75,6031.25,6033.5,225
1750028880,6033.5,6033.75,6032.25,6032.25,133
1750028940,6032.5,6034.5,6032,6032.5,256
1750029000,6032.5,6033,6031.25,6031.25,115
1750029060,6031.25,6031.25,6027,6027.25,749
1750029120,6027.25,6027.25,6024.25,6024.25,480
1750029180,6024.25,6026.5,6023.5,6025.75,287
1750029240,6025.5,6026,6025,6025.5,109
1750029300,6025.25,6027.5,6024.75,6026.25,189
1750029360,6026,6026.5,6024.75,6025,105
1750029420,6025,6025.25,6023,6024.5,222
1750029480,6024.5,6027.25,6024.25,6027,161
1750029540,6027,6032.25,6027,6031.25,633
1750029600,6031.25,6031.5,6029,6029.5,214
1750029660,6029.5,6030.5,6029,6029,96
1750029720,6029,6029.5,6026.25,6026.25,310
1750029780,6026.25,6026.25,6024.25,6025,254
1750029840,6024.75,6026,6024.5,6026,112
1750029900,6026.5,6029,6026.25,6028.5,380
1750029960,6028.5,6029,6027,6027.75,156
